!,74
"'burbs,,37
"10,000,37
"Cook,37
"Cool,,37
"Cooler,,37
"Corbeau,,37
"Core,,37
"Corporation,,37
"Corrina,,37
"Corruptor,,37
"Cottage,,37
"Cotton,37
"Couch,37
"Counselor,,37
"Counterfeiters,,37
"Country,37
"Court,37
"Cove,,37
"Covenant,,37
"Cowboy,37
"Craft,,37
"Cranes,37
"Crazies,,74
"Crazy,,37
"Creature,37
"Crew,,37
"Crime,37
"Crimson,111
"Crocodile,37
"Croods,,37
"Crossing,37
"Crouching,37
"Crow,,74
"Crow:,74
"Crucible,,37
"Cruel,37
"Cruise,,37
"Crush,,37
"Cry,37
"Cry,,37
"Crying,37
"Cuckoo,,37
"Culture,37
"Cup,,37
"Cure,,37
"Curious,37
"Curse,74
"Cutting,37
"Da,37
"Daddy,,37
"Dam,37
"Damned,37
"Damned,,37
"Dana,37
"Dance,37
"Dancer,37
"Dancer,,37
"Dangerous,74
"Darjeeling,37
"Dark,148
"Darkest,37
"Darkman,37
"Das,37
"Davy,37
"Day,333
"Daytrippers,,37
"Dead,111
"Deal,,37
"Deaths,37
"Debt,,37
"Decade,37
"Decalogue,,37
"Decline,111
"Decoy,37
"Deep,74
"Deer,37
"Defiant,37
"Definitely,,37
"Delta,37
"Den,,37
"Dennis,37
"Dentist,,37
"Departed,,37
"Dernier,37
"Descendants,,37
"Descent,,37
"Devil,111
"Devil's,111
"Diamond,37
"Diary,37
"Dictator,,37
"Dilemma,,37
"Dinner,37
"Dirty,37
"Discreet,37
"Dish,,37
"Distinguished,37
"Diving,37
"Divo,,37
"Divorce,,37
"Divorcee,,37
"Do,37
"Doctor,37
"Doctor,,37
"Dolce,37
"Doom,37
"Door,37
"Doors,,37
"Double,74
"Double,,74
"Downfall,37
"Draughtsman's,37
"Dream,74
"Dreamers,,37
"Dreamlife,37
"Dresser,,37
"Duchess,,37
"Duck,,37
"Dude,,37
"Duellists,,37
"Dukes,37
"Eagle,37
"Eagle,,37
"Ear,,37
"Edge,74
"Edge,,37
"Education,,37
"Edukators,,37
"Eighth,37
"Element,37
"Elephant,37
"Embalmer,,37
"Emerald,37
"Emperor,37
"Emperor's,111
"End,37
"Endless,37
"Endurance:,37
"Enforcer,,37
"English,74
"Englishman,37
"Equalizer,,37
"Escort,,37
"Evening,37
"Everlasting,37
"Evil,37
"Ewok,37
"Ex,,37
"Exorcism,37
"Exorcist,37
"Exorcist,,37
"Expendables,37
"Expendables,,37
"Express,,37
"Exterminating,37
"Extraordinary,37
"Eye,37
"Eye,,37
"Eyes,74
"Eyewitness,37
"F*ck,37
"Fabulous,37
"Face,37
"Facing,37
"Faculty,,37
"Fall,37
"Fall,,37
"Fallen,37
"Family,148
"Family,,37
"Fan,,37
"Fantastic,74
"Fantasticks,,37
"Faraway,,37
"Farewell,37
"Farmer's,37
"Fast,259
"Fast,,37
"Fearless,74
"Femme,37
"Few,37
"Field,37
"Fiendish,37
"Fifth,37
"Fighter,,37
"Fighting,74
"Filth,37
"Final,148
"Fireworks,,37
"Firm,,74
"First,111
"Fish,37
"Fisher,37
"Fist,37
"Fistful,37
"Five,37
"Five-Year,37
"Flamingo,37
"Flight,37
"Flintstones,37
"Flintstones,,37
"Flower,37
"Flowers,37
"Fly,37
"Fly,,74
"Fog,37
"Fog,,74
"Follow,37
"Food,,37
"For,37
"Forbidden,37
"Forgotten,,37
"Fountain,,37
"Fountainhead,,37
"Four,148
"Fourth,37
"Fox,37
"Freddy's,37
"French,74
"Freshman,,74
"Friend,37
"Frighteners,,37
"Frisco,37
"Front,74
"Fuck,37
"Fugitive,,74
"Full,37
"Funeral,,37
"Funhouse,,37
"Funny,37
"Fury,,37
"Game,74
"Game,,37
"Gamers,,37
"Garden,74
"Gas,,37
"Gate,,37
"Gauntlet,,37
"Gay,37
"General,37
"General's,37
"General,,74
"Getaway,,74
"Ghost,111
"Giant,37
"Gift,,37
"Gingerbread,37
"Girl,333
"Girl,,37
"Giver,,37
"Glass,74
"Gleaners,37
"Glenn,37
"Glimmer,37
"Godfather,,37
"Godfather:,74
"Gods,74
"Godzilla,37
"Godzilla,,37
"Going,37
"Gold,37
"Golden,111
"Good,444
"Good,,74
"Goodbye,37
"Goodbye,,37
"Goods:,37
"Goofy,37
"Goonies,,37
"Gospel,37
"Graduate,,37
"Grand,74
"Grandmaster,,37
"Grapes,37
"Grass,37
"Great,592
"Greatest,74
"Green,148
"Grey,37
"Grey,,37
"Grifters,,37
"Grudge,,37
"Guard,,37
"Guardian,,74
"Guest,,37
"Guilt,37
"Gunman,,37
"Guns,37
"Guru,,37
"Guy,37
"Hail,,37
"Hairdresser's,37
"Hand,37
"Handmaid's,37
"Hangover,74
"Hangover,,37
"Happening,,37
"Happenstance,37
"Happiness,37
"Happy,,37
"Hard,74
"Harder,74
"Harmonists,,37
"Harvey,37
"Hate,37
"Haunted,148
"Haunting,37
"Haunting,,74
"He,37
"Heart,37
"Heartbreak,37
"Heat,,37
"Heiress,,37
"Hello,,37
"Help,,37
"Herod's,37
"Hidden,37
"Hidden,,37
"Hills,111
"Hip,37
"His,37
"History,111
"Hitch,37
"Hitcher,,74
"Hitchhiker's,37
"Hoax,,37
"Hobbit:,74
"Holiday,,37
"Hollywood,37
"Holy,37
"Honest,37
"Honey,,111
"Horde,,37
"Horse,74
"Horseman,37
"Host,,74
"Hot,74
"Hours,,37
"House,222
"Howling,,37
"Hudsucker,37
"Human,185
"Hunchback,111
"Hunt,74
"Hunt,,37
"Hunted,,74
"Hunting,74
"Hurricane,,37
"Hurt,37
"Hush...,37
"Hustler,,37
"I,111
"I'm,37
"I,,148
"Ice,74
"Iceman,,37
"Icicle,37
"Ideal,37
"Ides,37
"Idiots,,37
"Illusionist,,74
"Ilsa,,37
"Imaginarium,37
"Immature,,37
"Immigrant,,37
"Importance,37
"Impossible,,37
"Imposter,,37
"Impostors,,37
"In,74
"In-Laws,,37
"Inbetweeners,74
"Inconvenient,37
"Incredible,222
"Incredibles,,37
"Incredibly,37
"Indian,37
"Informant!,,37
"Inkwell,,37
"Innkeepers,,37
"Innocent,37
"Innocents,,37
"Insider,,37
"Inspector,37
"International,,37
"Internet's,37
"Internship,,37
"Interpreter,,37
"Invasion,,37
"Invention,37
"Invincible,37
"Invisible,74
"Invisible,,37
"Ipcress,37
"Iron,74
"Irony,37
"Island,37
"Island,,37
"It's,74
"Italian,74
"Jackal,,37
"Jacket,,37
"January,37
"Jazz,37
"Jeff,,37
"Jerk,,37
"Jerky,37
"Jetée,,37
"Jewel,37
"Jolson,37
"Joneses,,37
"Journey,37
"Joy,37
"Judge,,37
"Jungle,111
"Juror,,37
"Karate,148
"Kentucky,37
"Keys,37
"Kid,74
"Kid,,74
"Kidnapping,,37
"Kids,37
"Killer,37
"Killer,,37
"Killers,,37
"Killing,37
"Killing,,37
"Kindred,,37
"King,222
"King's,37
"Kingdom,,37
"Kings,37
"Kiss,74
"Kite,37
"Knight's,37
"Knot,,37
"Krays,,37
"Ladies,37
"Lady,148
"Ladykillers,,74
"Lake,37
"Land,74
"Langoliers,,37
"Last,1184
"Late,37
"Lavender,37
"Law,37
"Lawnmower,37
"League,111
"Ledge,,37
"Legally,37
"Legend,296
"Legend,,37
"Leopard,,37
"Letter,37
"Letter,,37
"Liability,,37
"Liar's,37
"Libertine,,37
"Librarian,,37
"Librarian:,74
"Life,185
"Lifeguard,,37
"Like,37
"Limey,,37
"Limits,37
"Lincoln,37
"Line,37
"Lion,148
"Little,333
"Lives,37
"Living,37
"Lizzie,37
"Lock,,37
"Lodger:,37
"Lone,37
"Lonely,37
"Long,148
"Long,,37
"Longest,111
"Lookout,,37
"Lord,148
"Lords,74
"Losers,,37
"Loss,37
"Lost,148
"Lot,37
"Love,148
"Love,,74
"Loved,37
"Lovely,37
"Lover,,37
"Lovers,37
"Low,37
"Lucky,37
"Lust,,37
"Luzhin,37
"M.,37
"Macbeth,37
"Machine,37
"Mack,,37
"Madness,37
"Magdalene,37
"Magnificent,74
"Maiden,37
"Majestic,,37
"Major,37
"Maltese,74
"Mambo,37
"Man,1073
"Man,,37
"Manchurian,74
"Manhattan,37
"Many,37
"March,37
"Maria,37
"Mariachi,,37
"Marine,,37
"Mark,37
"Marriage,37
"Mask,37
"Mask,,37
"Masque,37
"Master,37
"Master,,37
"Matador,,37
"Match,37
"MatchMaker,,37
"Matrix,74
"Matrix,,37
"Maxed,37
"Maze,37
"McFarland,,37
"Me,,37
"Mechanic,,37
"Medallion,,37
"Men,37
"Men,,37
"Merchant,37
"Messenger,,37
"Messenger:,37
"Messengers,,37
"Meteor,37
"Mexican,,37
"Midnight,74
"Midsummer,74
"Mighty,111
"Mighty,,37
"Million,37
"Minus,37
"Miracle,111
"Mirror,37
"Mirror,,37
"Misfits,,37
"Misfortunates,,37
"Missing,,37
"Mission,,37
"Mist,,37
"Misérables,,148
"Mod,37
"Mondays,37
"Money,74
"Monster,37
"Monster,,37
"Monsters,,37
"Monuments,37
"Morning,37
"Mosquito,37
"Most,37
"Mothman,37
"Motorcycle,37
"Mouse,37
"Moustache,,37
"Mr.,37
"Mrs.,37
"Mudge,37
"Mummy,37
"Mummy,,111
"Mummy:,37
"Muppet,111
"Muppets,37
"Muppets,,37
"Muse,,37
"Music,37
"Musketeer,,37
"My,74
"Mystery,37
"Mystery,,37
"Naked,74
"Name,37
"Namesake,,37
"Nanny,37
"Nativity,37
"Natural,,37
"Navigator,,37
"Negotiator,,37
"Neon,37
"Net,,37
"NeverEnding,111
"New,222
"Newton,37
"Next,111
"Night,333
"Night,,37
"Nightmare,259
"Nights,37
"Nine,37
"Nines,,37
"Ninth,37
"No.,37
"Nobody,37
"Norm,37
"Norte,,37
"Nosferatu,37
"Notebook,,37
"Notorious,37
"Now,,37
"Number,37
"Nut,37
"Nutty,74
"O,37
"OH,37
"Object,74
"Objective,,37
"Octagon,,37
"Odd,111
"Odessa,37
"Officer,37
"Official,37
"Ogre,,37
"Oh,,148
"Old,74
"Omega,74
"Omen,,74
"One,37
"One,,74
"One-Armed,37
"Onion,37
"Opposite,37
"Order,,37
"Ordet,37
"Original,37
"Orphanage,,37
"Othello,37
"Other,148
"Others,,37
"Our,37
"Out-of-Towners,,37
"Outlaw,37
"Outsiders,,37
"Oversimplification,37
"Ox-Bow,37
"Pacifier,,37
"Package,,37
"Pact,,37
"Pagemaster,,37
"Painted,37
"Pajama,37
"Pallbearer,,37
"Palm,37
"Pan's,37
"Paper,37
"Paper,,37
"Paradine,37
"Parallax,37
"Parent,74
"Paris,,74
"Party,37
"Party,,74
"Passage,37
"Passenger,,37
"Passion,111
"Patch,37
"Patrik,37
"Patriot,,74
"Pawnbroker,,37
"Peacekeeper,,37
"Peacemaker,,37
"Peanuts,37
"Pelican,37
"People,111
"Perez,37
"Perfect,333
"Perks,37
"Pervert's,74
"Pest,,37
"Phantom,74
"Phantom,,37
"Philadelphia,74
"Pianist,,37
"Piano,37
"Piano,,37
"Picture,37
"Pillow,37
"Pink,148
"Pirate,37
"Pirates!,37
"Place,74
"Planes,,37
"Play,37
"Player,,37
"Pledge,,37
"Polar,37
"Pom,37
"Pompatus,37
"Pope,37
"Portrait,37
"Poseidon,37
"Postman,74
"Postman,,74
"Power,74
"Powerpuff,37
"Prairie,37
"Preacher's,37
"Presidio,,37
"Prestige,,37
"Pretty,37
"Price,37
"Pride,37
"Prime,37
"Prince,111
"Princess,259
"Principal,,37
"Private,111
"Producers,,74
"Professional,,37
"Program,,37
"Promise,,37
"Prophecy,,37
"Prophet,,37
"Proposal,,37
"Proposition,,37
"Protector,,74
"Public,74
"Puffy,37
"Punisher,,74
"Puppet,37
"Pure,37
"Purge,,37
"Purge:,37
"Purple,37
"Pursuit,37
"Pyromaniac's,37
"Queen,74
"Quest,37
"Quest,,37
"Quick,37
"Quiet,111
"Rage:,37
"Railway,37
"Rainmaker,,37
"Raisin,37
"Rapture,,37
"Raven,,37
"Razor's,37
"Reader,,37
"Real,74
"Reaping,,37
"Rebound,,37
"Reckoning,,37
"Recruit,,37
"Red,148
"Ref,,37
"Relic,,37
"Remains,37
"Replacement,37
"Replacements,,37
"Rescuers,37
"Rescuers,,37
"Return,185
"Return,,37
"Revenant,,37
"Revolution,37
"Rewrite,,37
"Right,37
"Ring,37
"Ring,,74
"Ringer,,37
"Rink,,37
"River,74
"River,,37
"Road,185
"Road,,37
"Roaring,37
"Rock,,37
"Rocker,,37
"Rocketeer,,37
"Rocky,37
"Roman,37
"Romantics,,37
"Rome,,37
"Rookie,,74
"Room,74
"Room,,37
"Roommate,,37
"Rose,37
"Royal,37
"Rudolph,,37
"Rugrats,37
"Ruins,,37
"Rules,74
"Ruling,37
"Rum,37
"Run,37
"Runaways,,37
"Rundown,,37
"Running,37
"Russia,37
"Russians,37
"Sacrament,,37
"Sacrifice,,37
"Safety,37
"Saint,,37
"Salo,,37
"Salton,37
"Salvation,,37
"Samouraï,,37
"Sand,37
"Sandlot,,37
"Sandpiper,,37
"Santa,111
"Saragossa,37
"Savage,37
"Savages,,37
"Scalphunters,,37
"Scanner,37
"Scarlet,37
"Scent,37
"School,37
"Science,37
"Score,,37
"Scotland,,37
"Scout,,37
"Sea,37
"Searchers,,37
"Secret,518
"Seducing,37
"See,37
"Seeker:,37
"Selfish,37
"Sentinel,,37
"Separation,,37
"Serbian,37
"Serious,37
"Serpent,37
"Sessions,,37
"Seven,37
"Seven-Per-Cent,37
"Seventh,74
"Sex,,74
"Shadow,,37
"Shaggy,111
"Shape,37
"Shawshank,37
"Sheltering,37
"Shepherd:,37
"Shining,,37
"Shipping,37
"Shootist,,37
"Shop,37
"Short,74
"Shot,37
"Siege,,37
"Sign,37
"Signal,,74
"Silence,37
"Silence,,37
"Silent,37
"Simple,111
"Simpsons,37
"Simpsons:,37
"Single,74
"Sisterhood,74
"Sitter,,37
"Sixth,37
"Skeleton,37
"Skin,37
"Skulls,,37
"Sky,37
"Slammin',37
"Slumber,37
"Slums,37
"Smurfs,37
"Smurfs,,37
"Snake,37
"Snapper,,37
"Snow,37
"Snowflake,,37
"Snowman,,37
"Snowtown,37
"Social,37
"Soldier's,37
"Soloist,,37
"Son,74
"Son's,37
"Song,37
"Sorcerer's,37
"Sorry,,37
"Sound,111
"Source,,37
"South,37
"Spanish,74
"Special,37
"Specialist,,37
"Spiderwick,37
"Spirit,,37
"Spitfire,37
"SpongeBob,37
"Spring,,37
"Spy,111
"Squid,37
"Stand,,37
"Star,74
"Station,37
"Steal,37
"Steamboat,37
"Stendhal,37
"Stepfather,,37
"Stepford,74
"Sting,,37
"Stolen,37
"Stoning,37
"Story,185
"Strada,,37
"Straight,37
"Strange,37
"Stranger,,37
"Strangers,,37
"Streetcar,37
"Strike!,37
"Stunt,37
"Stupids,,37
"Substitute,,37
"Suddenly,,37
"Sugarland,37
"Sum,74
"Summer,37
"Summer's,37
"Sunset,37
"Super,,37
"Sure,37
"Suriyothai,37
"Swamp,,37
"Swan,37
"Swarm,,37
"Sweet,37
"Sweetest,37
"Switch,,37
"Sword,74
"Synecdoche,,37
"TV,37
"Tailor,37
"Taking,74
"Tale,148
"Talented,37
"Talk,37
"Tall,74
"Taming,37
"Tao,37
"Teahouse,37
"Ten,37
"Ten,,37
"Tenant,,37
"Terminal,,37
"Terminator,,37
"Terrorist,,37
"Testament,37
"Tetsuo,,37
"Texas,148
"The,37
"They,37
"Thief,111
"Thieves,37
"Thin,185
"Thing,111
"Thing,,74
"Thing:,37
"Third,74
"Thirteenth,37
"This,37
"Thomas,74
"Thousand,111
"Three,333
"Thrill,37
"Tiger,37
"Tigger,37
"Time,185
"Timecrimes,37
"Times,37
"Tin,37
"Tinker,,37
"To,74
"Topo,,37
"Touch,37
"Tourist,,37
"Tournament,,37
"Towering,37
"Town,74
"Town,,37
"Toxic,111
"Toy,,37
"Tracey,37
"Transporter,,37
"Treasure,37
"Tree,37
"Trial,,37
"Trials,37
"Trigger,37
"Trip,74
"Trip,,74
"Triplets,37
"Triumph,37
"Troll,37
"Trou,,37
"Trouble,37
"Truly,,37
"Truman,37
"Truth,74
"Turning,37
"Tuskegee,37
"Tuxedo,,37
"Twelve,74
"Twilight,185
"Two,148
"U.S.,37
"Ugly,74
"Ugly,,37
"Umbrellas,37
"Unbearable,37
"Unfinished,37
"Unforgettable,37
"Unforgiven,,37
"Unintentional,37
"Uninvited,,37
"Union:,37
"United,37
"Unknown,37
"Unreasonable,37
"Unsinkable,37
"Untouchables,,37
"Unvanquished,,37
"Upside,37
"Usual,37
"Valet,,37
"Vanishing,,74
"Verdict,,37
"Very,185
"Vie,37
"View,37
"Village,,37
"Virgin,74
"Visit,,74
"Visitor,,37
"Visitors,,37
"Vitelloni,,37
"Vow,,37
"Wackness,,37
"Wages,37
"Wake,37
"Walk,148
"Walk,,37
"Walker,,37
"Walking,37
"War,148
"War,,37
"Warrior's,37
"Warriors,,37
"Wasp,37
"Watch,,37
"Watcher,37
"Watcher,,37
"Water,37
"Waterboy,,37
"Waterdance,,37
"Wave,,37
"Way,185
"Way,,37
"Weather,74
"Wedding,148
"Wes,37
"What,37
"What's,111
"Whistleblower,,37
"White,148
"Whole,111
"Wicker,74
"Widow,37
"Wild,74
"Wild,,37
"Wind,148
"Winged,37
"Wings,74
"Wings,,37
"Winslow,37
"Witches,37
"Witches,,37
"Witchfinder,37
"With,37
"Wiz,,37
"Wizard,37
"Wizard,,37
"Wolf,74
"Wolfman,,37
"Wolverine,,37
"Woman,222
"Woman,,37
"Women,37
"Women,,37
"Wonderful,,37
"Woods,,37
"Woodsman,,37
"Words,,37
"World,148
"World's,74
"Wraith,,37
"Wrestler,,37
"Wrong,74
"X-Files:,74
"Yards,,37
"Year,37
"Yearling,,37
"Yellow,37
"Yes,74
"Yesterday,,37
"You,,37
"Young,111
"Yours,,74
"Zed,37
"Zero,37
"Zone,,37
#$*!,37
#1,37
#9,37
&,4514
'66,37
'70,37
'71,37
'73,37
'77,37
'A,37
'Em,111
'Hellboy':,37
'Jûsangô,37
'Round,37
'Salem's,37
'Star,37
'Superman',37
'The,37
'Til,37
'Tis,37
'Y',37
'night,37
'r,37
('A',74
(06),37
(101,37
(1902)",37
(1903),37
(1908),37
(1915)",37
(1916),74
(1916)",74
(1917)",37
(1919),37
(1920),37
(1920)",37
(1921)",37
(1922)",37
(1923),74
(1923)",74
(1924),111
(1924)",74
(1925),74
(1925)",74
(1926),111
(1926)",74
(1927),111
(1927)",148
(1928),37
(1928)",111
(1929)",148
(1930),111
(1930)",74
(1931),407
(1931)",111
(1932),259
(1932)",74
(1933),370
(1933)",74
(1934),259
(1934)",148
(1935),296
(1935)",185
(1936),592
(1936)",74
(1937),407
(1937)",185
(1938),444
(1938)",111
(1939),592
(1939)",259
(1940),518
(1940)",407
(1941),518
(1941)",148
(1942),592
(1942)",259
(1943),259
(1943)",111
(1944),444
(1944)",148
(1945),333
(1945)",296
(1946),518
(1946)",333
(1947),407
(1947)",333
(1948),518
(1948)",222
(1949),629
(1949)",296
(1950),703
(1950)",74
(1951),370
(1951)",444
(1952),407
(1952)",185
(1953),851
(1953)",259
(1954),555
(1954)",296
(1955),962
(1955)",370
(1956),629
(1956)",481
(1957),740
(1957)",481
(1958),777
(1958)",370
(1959),777
(1959)",592
(1960),814
(1960)",555
(1961),851
(1961)",407
(1962),1147
(1962)",333
(1963),777
(1963)",666
(1964),962
(1964)",629
(1965),1110
(1965)",629
(1966),1073
(1966)",481
(1967),1110
(1967)",444
(1968),1184
(1968)",370
(1969),888
(1969)",407
(1970),740
(1970)",481
(1971),1221
(1971)",518
(1972),888
(1972)",555
(1973),1554
(1973)",629
(1974),999
(1974)",666
(1975),1036
(1975)",518
(1976),1110
(1976)",518
(1977),1665
(1977)",666
(1978),1776
(1978)",407
(1979),1924
(1979)",629
(1980),2331
(1980)",962
(1981),2405
(1981)",999
(1982),2294
(1982)",925
(1983),2590
(1983)",481
(1984),2553
(1984)",1184
(1985),3885
(1985)",777
(1986),4181
(1986)",962
(1987),4514
(1987)",1147
(1988),4921
(1988)",1184
(1989),4218
(1989)",1036
(1990),4477
(1990)",962
(1991),4588
(1991)",851
(1992),5106
(1992)",1073
(1993),5920
(1993)",1406
(1994),6882
(1994)",1887
(1995),7659
(1995)",1924
(1996),8103
(1996)",2109
(1997),7918
(1997)",1702
(1998),7215
(1998)",2331
(1999),7400
(1999)",2331
(2000),8066
(2000)",2405
(2001),8695
(2001)",2183
(2002),9509
(2002)",1998
(2003),8140
(2003)",2183
(2004),8288
(2004)",2035
(2005),7770
(2005)",2331
(2006),8399
(2006)",2516
(2006–2007),37
(2007),8288
(2007)",2220
(2008),7733
(2008)",2220
(2009),7992
(2009)",2442
(2010),7437
(2010)",1702
(2011),7548
(2011)",1850
(2012),6549
(2012)",2072
(2013),7030
(2013)",1813
(2014),9139
(2014)",1147
(2015),9879
(2015)",259
(2016),7992
(2016)",74
(2017),5143
(2017)",296
(2018),1443
(2018)",74
(3,74
(4,37
(500),37
(800,37
(8½),37
(A,111
(Abominable,37
(Abre,37
(Adam,37
(Adams,37
(Adventure,,37
(Aelita),37
(Affaire,37
(Aguirre,,37
(Ai,74
(Akahige),37
(Akmareul,37
(Al,37
(Aleksandr,37
(Alles,37
(Alphaville,,37
(Amant,,37
(Amator),37
(American,222
(Amerikanische,37
(Andrey,37
(Andy,37
(Anglaise,37
(Angst,74
(Antonia),37
(Aparajito),37
(Appartement,,37
(Appurushîdo),37
(Apur,37
(Arrugas),37
(Aruitemo,37
(Ascenseur,37
(Astérix,259
(Astérix:,37
(Atanarjuat),37
(Attila,37
(Auf,37
(Automata),37
(Ba,37
(Babam,37
(Babettes,37
(Babí,37
(Bacheha-Ye,37
(Bad,111
(Badkonake,37
(Baise-moi),37
(Bakjwi),37
(Ballon,37
(Bambini,37
(Bande,37
(Banlieue,74
(Banpaia,37
(Batoru,74
(Battement,37
(Beast,,37
(Bella,37
(Belle,37
(Beloe,37
(Beregis,37
(Betty,37
(Bian,37
(Bienvenue,37
(Big,74
(Bijo,37
(Bikur,37
(Bin-jip),37
(Bis,37
(Bizita,37
(Blaue,37
(Blechtrommel,,37
(Blinkende,37
(Blood,37
(Blowup),37
(Bo,37
(Boat,,37
(Boh,37
(Boksuneun,37
(Bom,37
(Boudu,37
(Boum,37
(Boum,,37
(Bouncer,37
(Boy,37
(Braindead),37
(Bram,37
(Brat,37
(Brat),37
(Brice,37
(Bride,37
(Brilliantovaya,37
(Brodeuses),37
(Bruno),37
(Brødre),37
(Buono,,37
(Burma,37
(Byôsoku,37
(C'era,37
(C'est,37
(Cabinet,37
(Caccia,37
(Caché),37
(Can,37
(Carabiniers,,37
(Carne,37
(Caro,37
(Casse-tête,37
(Celda,37
(Central,37
(Cet,37
(Chacun,37
(Chakushin,37
(Chao,37
(Charme,37
(Chelovek,37
(Chi,111
(Chiavi,37
(Chien,37
(Child's,74
(Chinese,37
(Chinjeolhan,37
(Choristes,,37
(Christiane,37
(Chuen,37
(Chugyeogja),37
(Chun,37
(Chung,37
(Château,37
(Chûgoku,37
(Cidade,74
(Ciociara,,37
(Città,37
(Cité,37
(Ciénaga,,37
(Coco,37
(Como,37
(Confidences,37
(Conformista,,37
(Conquerer,37
(Conte,74
(Copie,37
(Cowboy,37
(Crimen,74
(Crimson,37
(Crna,37
(Cronocrímenes,,37
(D-Tox),37
(Da,74
(Daai,37
(Dai-bosatsu,37
(Dak,37
(Dalkomhan,37
